EA vs SHE (eV),IP vs SHE (eV)
-3.4062103132528456,1.8080174283396104
-2.991909118105326,1.761061672870461
-3.1965701146736407,1.817266645269346
-2.4726848365244187,2.635116064122538
-2.4695818561351057,2.608898526097016
-2.4640716051228546,2.626040295875633
-3.459587851967248,1.454939623722008
-3.0112040071250084,1.4349207742246086
-3.2527717406056995,1.4484797047038709
-2.8421119355495503,2.0661257311503154
-2.690956692930748,2.031288774323177
-2.78715592957318,2.021033184020282
-2.724311528069622,1.7575420599832048
-2.68796795459074,1.7610564168601577
-2.7077426976375323,1.7561235873774637
-2.113290449148347,2.3140489686531334
-2.045463353071068,2.210281629809673
-2.0663168438279707,2.273808921041766
-2.040702698531945,2.567400322178543
-2.0433483930565544,2.566007822481469
-2.050155997896637,2.56478393066948
-3.157066146700916,2.404878217913705
-2.951877351928597,2.406137112643488
-3.067067337102264,2.412624619758428
-2.4036409938465084,2.476099597094592
-2.415465100931696,2.488348144221439
-2.4232359503532983,2.4746110384185016
-3.0980804990304334,1.3481229505030723
-2.936417126638398,1.2334709635412835
-3.032268163313812,1.306570020467413
-1.9215556819304824,2.4268559961299254
-1.7778572810833908,2.403957888881417
-1.9262148270945048,2.4195403061477787
-2.8699410004084727,1.71511339925445
-2.7512780907089773,1.4591531159972126
-2.797840701484076,1.5722207755105568
-3.1021205416565154,1.8442247060156287
-2.940031522879867,1.7747430541917923
-3.036280867340467,1.828750889429048
-3.147905423549771,2.0065461143299586
-2.957920309829201,1.9842222333331776
-3.074042356604739,1.9989100662958856
-2.952621557580806,1.9866743130570752
-2.864831039581307,1.948451627320999
-2.9160035703502665,1.966040413527051
-2.4813565551800405,1.892204340848071
-2.560633800610812,1.75938824467102
-2.5148893788747,1.8542175420411933
-3.156966778245577,1.986973012671887
-2.94890545001452,1.9638768304664829
-3.066179588354297,1.9844831530464644
-2.9488350892562423,2.3004515048223797
-2.8941647811762543,2.3064888233339804
-2.9089793046420658,2.2927471426951813
-2.0565037463013223,2.7041855524210545
-2.0523750438051285,2.6661735531121016
-2.0568788142229053,2.682041840800929
-2.5142673690585657,1.7452645669977267
-2.66341378248278,1.4903201840439588
-2.533360393627811,1.6617915048180911
-2.50188531257111,1.439155616250949
-2.5741090106489004,1.3635729964366812
-2.536180255416914,1.4054790279521754
-2.929335182948961,1.797564241062486
-2.880315897997993,1.7103484720270354
-2.9141894442227634,1.758177031957864
-2.2548187588854507,2.3488443036724087
-2.285113835755117,2.337559705777861
-2.2695409764279018,2.343184505922318
-1.7293771263297726,2.784075355692842
-1.6539760924820537,2.70660998959085
-1.6998668479784595,2.7451434607417973
-2.6236909811896787,1.9423759534035585
-2.714603477811586,1.965027579705698
-2.693608545959047,1.945817753358335
-1.875607096310281,2.7952727155944705
-1.662635395936573,2.7236786208894643
-1.7843780820556543,2.7513278892775133
-2.7959598454828924,2.229744691110826
-2.838963360913546,2.184155019631444
-2.8424799744315763,2.2243463773348795
-2.733649846109256,2.07134289864956
-2.7078900256080427,2.072237832131392
-2.727376623018033,2.0735332250608174
-2.324138283352238,1.7183631090831808
-2.3654183670174453,1.567474434317703
-2.312186134062441,1.6687978986764562
-1.5913037965038266,2.94198938889344
-1.4751832884951168,2.771084496806424
-1.549698593877472,2.864474407303723
-3.585409032380644,1.027278825872921
-3.0858881542054943,0.8285457796550667
-3.3715280598388624,0.9653486638041197
-1.8389113293394617,2.6482475122765674
-1.764046803339691,2.6352187637305207
-1.8120375901341728,2.6451006711827088
-2.943616207417444,1.500497270704454
-2.7594983228629304,1.4060262495582174
-2.856617980454687,1.4652138597172264
-2.5167255116803395,2.284664507540707
-2.319082491960605,2.245472390832633
-2.4155216612850694,2.2695302238257846
-1.823413573200688,2.474309944530335
-1.71772416372403,2.443583978519168
-1.8061321817482,2.4617718115367477
-2.9055900164902653,1.7079070681996538
-2.834646571406566,1.7228103290862633
-2.884455248476117,1.6947244583247585
-2.4600300646734565,2.3846460903905213
-2.461371164927144,2.388981018039905
-2.433100866472661,2.3766813290830497
-3.7795060894446,1.3218966338375395
-3.0701354703401758,1.233274496029798
-3.456474297942232,1.3035312033582078
-3.466630051745616,1.4319164652665402
-3.0254595035433223,0.9013420921574852
-3.228249080462529,1.1961851916551904
-2.89912629682829,2.471452828251898
-2.856585503077544,2.471671342394814
-2.8855845108621336,2.473339858376143
-2.842725463757482,1.7562944108245988
-2.7254565206750403,1.476684326542005
-2.794545253319943,1.656062760946828
-2.1637957498521194,2.64479750825731
-2.2714944226889395,2.564931453017695
-2.2296604571849388,2.605312209226965
-3.0631833098080232,2.40811725516188
-2.902499502562057,2.3600114714556835
-2.987982359045407,2.379319083753771
-3.249255161800052,1.6339732712123571
-2.93804062873284,1.6217019735559737
-3.111623369678939,1.636345527506455
-3.644346264521496,1.124679188976257
-3.0357089580514094,0.931928309347832
-3.354793887044485,1.0342283876755956
-3.6182769341299448,1.1525945656482866
-3.07090399178721,0.9397124745227452
-3.375722091010318,1.0776146458195404
-2.101137854343392,2.742721407464307
-2.0695576168254943,2.6231810556687405
-2.107997887702259,2.6828150466235696
-2.631572921997191,1.9882430528688997
-2.4521787614898383,2.126728911676018
-2.556015382501855,2.0620277466561303
-2.519302358538408,2.56354813894706
-2.5426007426351727,2.5136318702618308
-2.522525491557116,2.5427377764129813
-3.1118916090949016,2.658172478716764
-2.8693438616866063,2.592291335969003
-3.042617206375368,2.6538923801027003
-2.903634783418328,1.9016070128428584
-2.906190960034131,1.8446014950680256
-2.8726195016228804,1.8777790707404496
-3.631201467437746,2.4736086306717047
-3.013563735102027,2.3562213957952967
-3.342633185469573,2.411463855201495
-3.065207686304494,2.174261874547532
-2.874400245990631,2.188726897323332
-2.954896799517307,2.190294961664372
-2.0901512200647607,2.056724411454473
-2.16398246868804,1.9339637331750257
-2.1022608510354,1.9865507428817408
-3.4137197084405013,1.2145225654159515
-3.022697795938857,0.6024218547743067
-3.2696130625012687,0.8763160765705255
-3.174495457736441,2.089631886124593
-2.928998652237036,2.04006171349563
-3.067427083394911,2.0724481686548084
-2.483417309639977,2.206643839323276
-2.473643286329992,2.2031848284566373
-2.489149348738998,2.190158343709575
-2.779887694631289,1.7464112051634673
-2.817690347903536,1.584214697244299
-2.7883260691751004,1.6716603821757068
-3.083121919987,2.3724933432568105
-2.9091579673305588,2.38174960734716
-2.983065203722862,2.355949737870161
-2.71440617984334,2.5449454333943105
-2.675906202962514,2.5429549705980943
-2.6880188239592124,2.539479464337897
-3.4244341291595277,1.292793768155283
-3.022310175784069,1.0575224484115318
-3.240958037535472,1.175923414592701
-2.726425325670749,1.4721533541579548
-2.7253594923068007,1.4162850902718669
-2.7448577148851703,1.4488299630785442
-3.178908156483094,2.280491579234318
-2.916338623425228,2.3048143541964445
-3.0128339924756933,2.297489659544574
-3.537634031753173,2.235330222215592
-3.02183158548936,2.1635440652537934
-3.315610856848909,2.212495055806316
-3.0681392374828267,1.6150012207403717
-2.8867972217569733,1.57098165183832
-3.0038745820947925,1.61095833177477
-3.208506369604045,2.437515397605607
-2.896159258559193,2.4150902007628723
-3.0819825512816337,2.437906654519144
-1.9486132271025236,2.595909739751433
-1.8860856583765409,2.5908102609676176
-1.916523759714512,2.595901306091852
-1.939271880688612,2.4683686960265647
-1.8899045354723805,2.438605725269329
-1.9167452025393696,2.4575486711042065
-2.4414333282212506,1.691683735008041
-2.511295217718245,1.6365578217757402
-2.462370552809987,1.6566498557630167
-3.3195830436981515,1.8347469400061065
-2.9891686793475074,1.811844758783548
-3.169105551962634,1.829407206152436
-3.4308312407127266,1.433667014079105
-3.0436009770120074,1.3315057835961743
-3.251607810071808,1.3943839876063555
-3.6260249100982938,1.1563832380456909
-3.074214395458487,0.9717282460028084
-3.4041488234482724,1.0853991218053674
-3.183895343386644,2.204297094767834
-2.9653887655954545,2.1660775966609545
-3.0969988320913204,2.194024124064403
-2.8522952261314662,2.028380267653955
-2.7037921384440216,2.009277445606477
-2.7971769466556786,2.001366371287561
-2.282787641152919,1.2488939603683673
-2.412078720720192,1.084540674770471
-2.348162895008153,1.1802554782510937
-1.798087415958182,2.3174294507166464
-1.840977909581663,2.340126893204053
-1.8120952452600003,2.3255396032011557
-2.230131436537275,2.704036178959344
-2.1933830489250097,2.634401418451678
-2.2147930842002306,2.6810172396571663
-2.9288513153593003,1.5150490249782338
-2.795334967971569,1.1898472372931548
-2.869374001742805,1.3717686867629224
-2.3549298672411743,2.5671888999507604
-2.344126058195827,2.561657715755978
-2.337404983777893,2.5721604701262555
-2.7510916932535467,2.417069372264054
-2.739113393305753,2.456008620223938
-2.755196769414762,2.4209719575660174
-2.5772092401785547,2.294947370722729
-2.448545103763683,2.199405740855595
-2.490956788056625,2.254425354821972
-3.185519256661131,2.191882829617866
-2.9752154329594163,2.1439621030695584
-3.095127988238364,2.1775627636446284
-2.607983605817032,1.83875441193275
-2.655157829235759,1.7828240701902294
-2.615157865433874,1.7863266313513635
-3.495454619889575,1.450937157249783
-3.026783069881392,1.4557213245749516
-3.2784555195109464,1.4572945824306045
-2.010757885506763,2.381493355215807
-2.0212896463786665,2.372811425148667
-2.017827117798061,2.378817589398512
-1.8556636941320983,1.9989529065246372
-1.8962088730468245,1.936193829970414
-1.8651117291398085,1.9658131017677531
-3.0690229274058964,2.2999741276205383
-2.9123040009261105,2.2808145471087538
-2.9953650854388707,2.2923077852848768
-3.5338263798416536,1.3144378593694754
-3.06017473650785,1.1828325363925818
-3.315189881310641,1.263010242057237
-2.825030701559068,2.564719765542021
-2.771264913736852,2.5441416337353138
-2.8006805070945413,2.549934327157478
-2.2736321240648056,2.6071086887272608
-2.29187666812368,2.5857200415250925
-2.277012576473218,2.600756514109753
-2.5469181517942663,2.344307405855859
-2.5030864941390454,2.3478366359603684
-2.5315491297985684,2.330818042054671
-2.4097785442387885,2.145355837305791
-2.55401287438164,1.994790717542689
-2.548281812706976,2.0683279311197005
-3.4724963277650494,1.9519518580151376
-3.0034021391223087,1.9465247591580472
-3.269494506979731,1.9529077917335136
-1.8416590448424488,2.7039690894623534
-1.7785544502836257,2.6269002298679403
-1.818519041295288,2.6563840638157368
-3.70465119933754,1.2599457167263666
-3.116185333981396,1.198740095342649
-3.3987751763458443,1.2413661622822438
-2.069124614045005,2.8252551625827675
-1.9771886445224536,2.7182801487340686
-2.030297849569341,2.787141917481359
-2.7319760310044803,2.4964383689630743
-2.679050526793662,2.476401034113301
-2.707658496646859,2.4868016896085594
-3.0482400766293294,2.342443754352478
-2.909364395443894,2.3315084695732287
-2.954731706786685,2.339415976136557
-3.3420526655133047,1.5309417956488451
-3.032457845432897,1.4058674721495898
-3.2192057521899864,1.4270250959070412
-3.2274185424386266,1.3693210931411066
-2.998668501956986,0.9743947982746896
-3.124314154914144,1.240427743557175
-2.8263121189236475,1.7475284265277569
-2.792193505055506,1.6014767423701657
-2.813256859657213,1.692410736193139
-1.6123649065472678,2.389960487309722
-1.620899815778197,2.377687730551544
-1.6009470378920685,2.3665548323140992
-2.15618135066692,1.724497612528268
-2.169654862414392,1.510806490625375
-2.1688247197932373,1.6565623345881104
-3.040714296999836,0.9142618949743054
-3.036151178754609,0.3760126917665943
-3.0907407861145373,0.7388048742685173
-3.011106864111238,2.6842551426584453
-2.8144120588890176,2.616948736991562
-2.9142497414821094,2.660414192440941
-2.277602891268933,2.3297128750468667
-2.252008198114929,2.3102005782901665
-2.27013582389763,2.3187954393075065
-2.5354409063187333,2.277493684612376
